"Club","Player","Kit_No","Position","Height","Weight","NT","APP","SUB","Saves","Conceded","Assist","Foul","Fouled","YC","RC","Goals","Shots","OnTarget","LeagueNameLong"
"FC Porto","Diogo Costa",99,"GK","1.85 m","81 kg","Portugal","30","0","41","17","0","0","4","1","0","0",0,"0","Portuguese Primeira Liga"
"FC Porto","Fábio Cardoso",2,"Def","1.88 m","77 kg","Portugal","16","3","0","0","0","9","5","4","0","2",9,"3","Portuguese Primeira Liga"
"FC Porto","Pepe",3,"Def","1.88 m","81 kg","Portugal","21","2","0","0","0","10","19","4","0","0",8,"3","Portuguese Primeira Liga"
"FC Porto","David Carmo",4,"Def","1.93 m","76 kg","Portugal","8","1","0","0","0","11","2","1","0","0",4,"1","Portuguese Primeira Liga"
"FC Porto","Iván Marcano",5,"Def","1.88 m","77 kg","Spain","23","0","0","0","0","25","6","9","1","4",16,"4","Portuguese Primeira Liga"
"FC Porto","Zaidu Sanusi",12,"Def","1.83 m","71 kg","Nigeria","18","8","0","0","0","13","4","3","0","0",6,"1","Portuguese Primeira Liga"
"FC Porto","Rodrigo Conceição",17,"Def","1.63 m","53 kg","Portugal","14","8","0","0","0","8","12","0","0","0",1,"0","Portuguese Primeira Liga"
"FC Porto","Manafá",18,"Def","1.78 m","68 kg","Portugal","7","2","0","0","0","2","2","1","0","0",0,"0","Portuguese Primeira Liga"
"FC Porto","Wendell",22,"Def","1.78 m","72 kg","Brazil","23","2","0","0","3","28","27","4","0","1",11,"2","Portuguese Primeira Liga"
"FC Porto","João Mário",23,"Def","1.78 m","62 kg","Portugal","18","3","0","0","4","20","18","3","1","1",11,"2","Portuguese Primeira Liga"
"FC Porto","João Marcelo",43,"Def","1.88 m","0","Brazil","0","0","0","0","0","0","0","0","0","0",0,"0","Portuguese Primeira Liga"
"FC Porto","Mateus Uribe",8,"Mid","1.83 m","71 kg","Colombia","28","1","0","0","0","45","21","6","1","4",28,"7","Portuguese Primeira Liga"
"FC Porto","Galeno",13,"Mid","1.78 m","71 kg","Brazil","28","11","0","0","2","28","43","4","0","8",59,"25","Portuguese Primeira Liga"
"FC Porto","Marko Grujic",16,"Mid","1.91 m","83 kg","Serbia","22","9","0","0","0","35","9","5","0","1",15,"2","Portuguese Primeira Liga"
"FC Porto","Otávio",25,"Mid","1.73 m","63 kg","Portugal","25","2","0","0","6","39","77","5","0","4",30,"7","Portuguese Primeira Liga"
"FC Porto","Bruno Costa",28,"Mid","1.7 m","63 kg","Portugal","6","2","0","0","1","4","1","0","0","0",5,"2","Portuguese Primeira Liga"
"FC Porto","Stephen Eustáquio",46,"Mid","1.75 m","68 kg","Canada","26","10","0","0","5","23","10","3","1","2",19,"5","Portuguese Primeira Liga"
"FC Porto","Vasco Sousa",67,"Mid","1.63 m","52 kg","Portugal","1","1","0","0","0","0","0","0","0","0",0,"0","Portuguese Primeira Liga"
"FC Porto","Bernardo Folha",87,"Mid","1.78 m","73 kg","Portugal","5","4","0","0","0","2","2","1","1","0",2,"0","Portuguese Primeira Liga"
"FC Porto","Gabriel Veron",7,"Fwd","1.75 m","73 kg","Brazil","14","12","0","0","1","14","7","1","0","0",12,"6","Portuguese Primeira Liga"
"FC Porto","Mehdi Taremi",9,"Fwd","1.88 m","78 kg","Iran","30","2","0","0","6","26","37","6","0","16",78,"35","Portuguese Primeira Liga"
"FC Porto","Pepê",11,"Fwd","1.65 m","68 kg","Brazil","31","6","0","0","8","21","62","1","0","4",33,"8","Portuguese Primeira Liga"
"FC Porto","Danny Loader",19,"Fwd","1.83 m","76 kg","England","19","14","0","0","2","17","9","1","0","2",14,"5","Portuguese Primeira Liga"
"FC Porto","André Franco",20,"Fwd","0","0","Portugal","15","10","0","0","1","9","11","2","0","2",10,"4","Portuguese Primeira Liga"
"FC Porto","Toni Martínez",29,"Fwd","1.8 m","68 kg","Spain","28","19","0","0","3","23","14","0","0","5",46,"19","Portuguese Primeira Liga"
"FC Porto","Evanilson",30,"Fwd","1.8 m","78 kg","Brazil","20","4","0","0","5","22","24","1","0","6",28,"9","Portuguese Primeira Liga"
"FC Porto","Fernando",38,"Fwd","1.83 m","78 kg","Brazil","0","0","0","0","0","0","0","0","0","0",0,"0","Portuguese Primeira Liga"
"FC Porto","Wendel",50,"Fwd","1.8 m","78 kg","Brazil","0","0","0","0","0","0","0","0","0","0",0,"0","Portuguese Primeira Liga"
"FC Porto","Gonçalo Borges",70,"Fwd","1.83 m","77 kg","Portugal","10","10","0","0","0","3","2","0","0","0",6,"2","Portuguese Primeira Liga"
"FC Porto","Abraham Marcus",98,"Fwd","1.78 m","73 kg","Nigeria","1","1","0","0","0","0","0","0","0","0",0,"0","Portuguese Primeira Liga"
"Internazionale","Samir Handanovic",1,"GK","1.93 m","92 kg","Slovenia","13","0","26","17","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Internazionale","Alex Cordaz",21,"GK","1.88 m","83 kg","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Internazionale","Andre Onana",24,"GK","1.91 m","92 kg","Cameroon","22","0","55","18","0","0","3","1","0","0",0,"0","Italian Serie-A"
"Internazionale","Nikolaos Botis",40,"GK","1.96 m","0","Greece","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Internazionale","Denzel Dumfries",2,"Def","1.88 m","78 kg","Netherlands","31","8","0","0","4","30","37","4","0","1",32,"14","Italian Serie-A"
"Internazionale","Stefan de Vrij",6,"Def","1.91 m","78 kg","Netherlands","24","4","0","0","0","13","7","4","0","1",19,"5","Italian Serie-A"
"Internazionale","Robin Gosens",8,"Def","1.83 m","76 kg","Germany","29","20","0","0","0","14","2","1","0","3",24,"5","Italian Serie-A"
"Internazionale","Raoul Bellanova",12,"Def","1.88 m","82 kg","Italy","16","14","0","0","0","2","8","0","0","0",4,"1","Italian Serie-A"
"Internazionale","Francesco Acerbi",15,"Def","1.93 m","87 kg","Italy","28","4","0","0","2","17","10","4","0","0",15,"1","Italian Serie-A"
"Internazionale","Dalbert",29,"Def","1.8 m","68 kg","Brazil","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Internazionale","Federico Dimarco",32,"Def","1.75 m","73 kg","Italy","31","6","0","0","2","10","30","0","0","4",38,"9","Italian Serie-A"
"Internazionale","Danilo D'Ambrosio",33,"Def","1.8 m","73 kg","Italy","13","7","0","0","2","12","8","3","1","0",2,"1","Italian Serie-A"
"Internazionale","Matteo Darmian",36,"Def","1.83 m","68 kg","Italy","29","6","0","0","2","21","20","3","0","1",7,"1","Italian Serie-A"
"Internazionale","Milan Skriniar",37,"Def","1.88 m","78 kg","Slovakia","21","1","0","0","0","34","14","4","1","0",10,"3","Italian Serie-A"
"Internazionale","Mattia Zanotti",46,"Def","1.78 m","0","Italy","2","2","0","0","0","2","0","0","0","0",0,"0","Italian Serie-A"
"Internazionale","Alessandro Fontanarosa",47,"Def","0","0","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Internazionale","Alessandro Bastoni",95,"Def","1.91 m","73 kg","Italy","26","3","0","0","2","16","14","3","0","0",10,"1","Italian Serie-A"
"Internazionale","Issiaka Kamate",0,"Mid","0","0","France","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Internazionale","Roberto Gagliardini",5,"Mid","1.91 m","77 kg","Italy","17","12","0","0","0","13","9","3","0","0",13,"2","Italian Serie-A"
"Internazionale","Kristjan Asllani",14,"Mid","1.75 m","0","Albania","18","14","0","0","0","3","5","2","0","0",10,"0","Italian Serie-A"
"Internazionale","Hakan Calhanoglu",20,"Mid","1.78 m","76 kg","Turkey","31","5","0","0","6","40","25","2","0","3",51,"12","Italian Serie-A"
"Internazionale","Henrikh Mkhitaryan",22,"Mid","1.78 m","73 kg","Armenia","31","7","0","0","2","28","28","4","0","3",35,"6","Italian Serie-A"
"Internazionale","Nicolò Barella",23,"Mid","1.75 m","68 kg","Italy","32","3","0","0","6","25","41","6","0","5",26,"7","Italian Serie-A"
"Internazionale","Valentin Carboni",45,"Mid","0","0","Argentina","5","5","0","0","0","0","3","0","0","0",0,"0","Italian Serie-A"
"Internazionale","Aleksandar Stankovic",50,"Mid","1.85 m","78 kg","Serbia","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Internazionale","Marcelo Brozovic",77,"Mid","1.8 m","68 kg","Croatia","25","8","0","0","4","22","11","9","0","2",21,"6","Italian Serie-A"
"Internazionale","Edin Dzeko",9,"Fwd","1.93 m","78 kg","Bosnia and Herzegovina","31","13","0","0","3","15","23","3","0","9",69,"22","Italian Serie-A"
"Internazionale","Lautaro Martínez",10,"Fwd","1.75 m","72 kg","Argentina","35","10","0","0","5","42","58","3","0","20",118,"48","Italian Serie-A"
"Internazionale","Joaquín Correa",11,"Fwd","1.88 m","73 kg","Argentina","25","14","0","0","2","10","15","1","0","3",20,"8","Italian Serie-A"
"Internazionale","Dennis Curatolo",42,"Fwd","0","0","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Internazionale","Romelu Lukaku",90,"Fwd","1.91 m","92 kg","Belgium","22","6","0","0","5","13","4","1","0","8",43,"18","Italian Serie-A"
"Juventus","Wojciech Szczesny",1,"GK","1.96 m","88 kg","Poland","25","0","52","21","0","0","1","0","0","0",0,"0","Italian Serie-A"
"Juventus","Carlo Pinsoglio",23,"GK","1.93 m","83 kg","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Juventus","Mattia Perin",36,"GK","1.88 m","83 kg","Italy","10","1","22","7","0","0","2","0","0","0",0,"0","Italian Serie-A"
"Juventus","Giovanni Garofani",41,"GK","1.88 m","0","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Juventus","Simone Scaglia",47,"GK","0","0","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Juventus","Gian Marco Crespi",48,"GK","0","0","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Juventus","Dean Huijsen",0,"Def","1.96 m","0","Netherlands","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Juventus","Mattia De Sciglio",2,"Def","1.83 m","78 kg","Italy","17","6","0","0","0","4","12","0","0","0",4,"0","Italian Serie-A"
"Juventus","Bremer",3,"Def","1.88 m","78 kg","Brazil","27","0","0","0","1","24","11","6","0","3",25,"5","Italian Serie-A"
"Juventus","Danilo",6,"Def","1.83 m","78 kg","Brazil","34","2","0","0","3","29","15","4","0","3",27,"6","Italian Serie-A"
"Juventus","Alex Sandro",12,"Def","1.8 m","78 kg","Brazil","24","4","0","0","1","26","24","5","1","0",5,"0","Italian Serie-A"
"Juventus","Frederico Gatti",15,"Def","1.91 m","0","Italy","14","2","0","0","0","13","12","3","0","0",9,"2","Italian Serie-A"
"Juventus","Leonardo Bonucci",19,"Def","1.91 m","83 kg","Italy","14","6","0","0","0","9","5","2","0","1",2,"1","Italian Serie-A"
"Juventus","Daniele Rugani",24,"Def","1.91 m","83 kg","Italy","7","1","0","0","0","5","0","0","0","0",4,"1","Italian Serie-A"
"Juventus","Tommaso Barbieri",42,"Def","1.8 m","58 kg","Italy","1","0","0","0","0","1","3","0","0","0",0,"0","Italian Serie-A"
"Juventus","Alessandro Pio Riccio",51,"Def","1.83 m","63 kg","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Juventus","Mohamed Ihattaren",0,"Mid","1.83 m","77 kg","Netherlands","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Juventus","Joseph Nonge",0,"Mid","1.83 m","0","Belgium","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Juventus","Manuel Locatelli",5,"Mid","1.85 m","73 kg","Italy","29","3","0","0","2","34","27","8","0","0",21,"9","Italian Serie-A"
"Juventus","Paul Pogba",10,"Mid","1.91 m","83 kg","France","5","5","0","0","0","2","6","0","0","0",3,"1","Italian Serie-A"
"Juventus","Juan Cuadrado",11,"Mid","1.78 m","72 kg","Colombia","28","7","0","0","4","25","37","4","1","1",28,"6","Italian Serie-A"
"Juventus","Filip Kostic",17,"Mid","1.83 m","81 kg","Serbia","34","4","0","0","10","26","10","3","0","3",36,"9","Italian Serie-A"
"Juventus","Fabio Miretti",20,"Mid","1.78 m","0","Italy","25","13","0","0","2","18","25","2","0","0",20,"5","Italian Serie-A"
"Juventus","Ángel Di María",22,"Mid","1.8 m","73 kg","Argentina","22","8","0","0","4","5","18","1","1","4",31,"10","Italian Serie-A"
"Juventus","Adrien Rabiot",25,"Mid","1.88 m","72 kg","France","28","1","0","0","3","32","38","8","0","8",34,"17","Italian Serie-A"
"Juventus","Matìas Soulè",30,"Mid","1.75 m","0","Argentina","13","9","0","0","0","3","5","0","0","1",10,"5","Italian Serie-A"
"Juventus","Leandro Paredes",32,"Mid","1.83 m","73 kg","Argentina","21","14","0","0","0","12","8","5","1","1",14,"2","Italian Serie-A"
"Juventus","Nikola Sekulov",39,"Mid","0","0","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Juventus","Nicolo Fagioli",44,"Mid","1.78 m","71 kg","Italy","25","9","0","0","4","14","23","3","0","2",12,"7","Italian Serie-A"
"Juventus","Enzo Barrenechea",45,"Mid","1.85 m","81 kg","Argentina","3","0","0","0","0","3","1","0","0","0",2,"0","Italian Serie-A"
"Juventus","Mattia Compagnon",46,"Mid","1.7 m","0","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Juventus","Alessandro Sersanti",57,"Mid","0","0","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Juventus","Samuel Mbangula",0,"Fwd","1.7 m","0","Belgium","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Juventus","Federico Chiesa",7,"Fwd","1.75 m","68 kg","Italy","17","14","0","0","4","10","9","2","0","0",12,"0","Italian Serie-A"
"Juventus","Dusan Vlahovic",9,"Fwd","1.91 m","87 kg","Serbia","25","5","0","0","2","15","23","1","0","10",61,"22","Italian Serie-A"
"Juventus","Arkadiusz Milik",14,"Fwd","1.85 m","78 kg","Poland","23","8","0","0","1","19","28","2","1","7",34,"19","Italian Serie-A"
"Juventus","Moise Kean",18,"Fwd","1.83 m","67 kg","Italy","24","14","0","0","0","14","15","5","1","6",34,"13","Italian Serie-A"
"Juventus","Kaio Jorge",21,"Fwd","1.75 m","63 kg","Brazil","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Juventus","Cosimo Marco Da Graca",40,"Fwd","1.85 m","0","Italy","0","0","0","0","0","0","0","0","0","0",0,"0","Italian Serie-A"
"Juventus","Samuel Iling-Junior",43,"Fwd","1.83 m","0","England","9","8","0","0","1","6","2","1","0","1",3,"1","Italian Serie-A"
"Liverpool","Alisson",1,"GK","1.93 m","91 kg","Brazil","35","0","84","40","1","1","5","1","0","0",0,"0","English Premier League"
"Liverpool","Adrián",13,"GK","1.91 m","78 kg","Spain","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Liverpool","Caoimhin Kelleher",62,"GK","1.78 m","73 kg","Republic of Ireland","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Liverpool","Harvey Davies",95,"GK","0","0","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Liverpool","Joe Gomez",2,"Def","1.88 m","77 kg","England","20","6","0","0","0","13","4","3","0","0",6,"1","English Premier League"
"Liverpool","Virgil van Dijk",4,"Def","1.96 m","92 kg","Netherlands","30","0","0","0","1","12","3","3","0","3",30,"9","English Premier League"
"Liverpool","Ibrahima Konaté",5,"Def","1.93 m","93 kg","France","16","1","0","0","0","25","12","3","0","0",11,"4","English Premier League"
"Liverpool","Konstantinos Tsimikas",21,"Def","1.78 m","77 kg","Greece","18","10","0","0","4","11","9","2","0","0",6,"2","English Premier League"
"Liverpool","Calvin Ramsay",22,"Def","1.78 m","68 kg","Scotland","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Liverpool","Andy Robertson",26,"Def","1.78 m","63 kg","Scotland","32","5","0","0","8","21","10","3","0","0",14,"2","English Premier League"
"Liverpool","Joël Matip",32,"Def","1.96 m","88 kg","Cameroon","13","2","0","0","0","8","5","3","0","1",5,"3","English Premier League"
"Liverpool","Stefan Bajcetic",43,"Def","1.85 m","77 kg","Spain","11","5","0","0","0","7","9","2","0","1",6,"2","English Premier League"
"Liverpool","Rhys Williams",46,"Def","1.96 m","82 kg","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Liverpool","Nathaniel Phillips",47,"Def","1.91 m","83 kg","England","2","1","0","0","0","1","0","0","0","0",1,"0","English Premier League"
"Liverpool","Trent Alexander-Arnold",66,"Def","1.75 m","72 kg","England","34","3","0","0","9","18","6","4","0","1",34,"5","English Premier League"
"Liverpool","Fabinho",3,"Mid","1.88 m","78 kg","Brazil","33","5","0","0","1","42","22","10","0","0",15,"4","English Premier League"
"Liverpool","Thiago",6,"Mid","1.75 m","68 kg","Spain","18","4","0","0","1","18","25","2","0","0",8,"1","English Premier League"
"Liverpool","James Milner",7,"Mid","1.75 m","68 kg","England","28","22","0","0","1","14","11","2","0","0",6,"1","English Premier League"
"Liverpool","Naby Keita",8,"Mid","1.73 m","63 kg","Guinea","8","5","0","0","0","12","2","1","0","0",8,"0","English Premier League"
"Liverpool","Jordan Henderson",14,"Mid","1.83 m","78 kg","England","32","11","0","0","2","15","8","2","0","0",18,"1","English Premier League"
"Liverpool","Alex Oxlade-Chamberlain",15,"Mid","1.8 m","68 kg","England","9","5","0","0","0","3","4","0","0","1",7,"3","English Premier League"
"Liverpool","Curtis Jones",17,"Mid","1.85 m","73 kg","England","15","6","0","0","1","9","14","2","0","1",9,"2","English Premier League"
"Liverpool","Harvey Elliott",19,"Mid","1.7 m","63 kg","England","29","11","0","0","2","11","25","1","0","1",28,"7","English Premier League"
"Liverpool","Fabio Carvalho",28,"Mid","1.7 m","62 kg","Portugal","12","8","0","0","0","5","6","0","0","2",11,"4","English Premier League"
"Liverpool","Arthur",29,"Mid","1.7 m","73 kg","Brazil","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Liverpool","Bobby Clark",42,"Mid","1.78 m","0","England","1","1","0","0","0","1","0","0","0","0",0,"0","English Premier League"
"Liverpool","Melkamu Frauendorf",94,"Mid","0","0","Germany","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Liverpool","Roberto Firmino",9,"Fwd","1.8 m","76 kg","Brazil","23","11","0","0","4","6","6","0","0","9",37,"23","English Premier League"
"Liverpool","Mohamed Salah",11,"Fwd","1.75 m","71 kg","Egypt","35","1","0","0","8","16","31","2","0","19",107,"41","English Premier League"
"Liverpool","Cody Gakpo",18,"Fwd","1.93 m","76 kg","Netherlands","18","3","0","0","2","20","24","0","0","6",35,"9","English Premier League"
"Liverpool","Diogo Jota",20,"Fwd","1.78 m","68 kg","Portugal","19","8","0","0","4","17","15","2","0","5",29,"8","English Premier League"
"Liverpool","Luis Díaz",23,"Fwd","1.78 m","63 kg","Colombia","14","5","0","0","2","13","19","2","0","4",20,"8","English Premier League"
"Liverpool","Darwin Núñez",27,"Fwd","1.88 m","81 kg","Uruguay","29","10","0","0","3","22","17","1","1","9",79,"29","English Premier League"
"Liverpool","Ben Doak",50,"Fwd","0","0","Scotland","2","2","0","0","0","0","1","0","0","0",0,"0","English Premier League"
"Liverpool","Layton Stewart",81,"Fwd","0","0","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Lyon","Anthony Lopes",1,"GK","1.83 m","81 kg","Portugal","28","0","65","33","0","1","5","1","1","0",0,"0","French Ligue 1"
"Lyon","Rémy Riou",35,"GK","1.91 m","81 kg","France","7","1","9","7","0","0","0","0","0","0",0,"0","French Ligue 1"
"Lyon","Kayne Bonnevie",40,"GK","1.91 m","76 kg","France","0","0","0","0","0","0","0","0","0","0",0,"0","French Ligue 1"
"Lyon","Sinaly Diomande",2,"Def","1.83 m","73 kg","Ivory Coast","22","2","0","0","0","22","20","2","1","0",10,"2","French Ligue 1"
"Lyon","Nicolás Tagliafico",3,"Def","1.73 m","66 kg","Argentina","30","0","0","0","3","35","54","4","0","1",16,"4","French Ligue 1"
"Lyon","Castello Lukeba",4,"Def","1.83 m","0","France","30","1","0","0","0","33","18","6","1","2",12,"6","French Ligue 1"
"Lyon","Dejan Lovren",5,"Def","1.88 m","83 kg","Croatia","16","0","0","0","0","8","14","2","0","1",12,"3","French Ligue 1"
"Lyon","Henrique ",12,"Def","1.73 m","71 kg","Brazil","7","4","0","0","1","6","11","0","0","0",1,"0","French Ligue 1"
"Lyon","Achraf Laaziri",15,"Def","0","0","Morocco","0","0","0","0","0","0","0","0","0","0",0,"0","French Ligue 1"
"Lyon","Jérôme Boateng",17,"Def","1.93 m","88 kg","Germany","6","2","0","0","0","1","0","0","0","0",0,"0","French Ligue 1"
"Lyon","Sael Kumbedi Nseke",20,"Def","1.75 m","0","France","16","5","0","0","2","31","17","8","0","0",5,"2","French Ligue 1"
"Lyon","Malo Gusto",27,"Def","1.78 m","0","France","19","1","0","0","1","15","24","1","0","0",7,"4","French Ligue 1"
"Lyon","Mamadou Sarr",29,"Def","0","0","France","0","0","0","0","0","0","0","0","0","0",0,"0","French Ligue 1"
"Lyon","Maxence Caqueret",6,"Mid","1.75 m","63 kg","France","32","4","0","0","8","37","25","2","0","2",21,"8","French Ligue 1"
"Lyon","Houssem Aouar",8,"Mid","1.75 m","68 kg","France","14","8","0","0","1","5","5","2","0","1",11,"4","French Ligue 1"
"Lyon","Thiago Mendes",23,"Mid","1.75 m","78 kg","Brazil","28","6","0","0","1","22","23","3","0","1",13,"4","French Ligue 1"
"Lyon","Johann Lepenant",24,"Mid","1.75 m","0","France","29","8","0","0","2","34","24","3","0","1",17,"1","French Ligue 1"
"Lyon","Mohamed El Arouch",38,"Mid","1.65 m","0","France","1","1","0","0","0","0","0","0","0","0",0,"0","French Ligue 1"
"Lyon","Corentin Tolisso",88,"Mid","1.8 m","81 kg","France","26","5","0","0","2","26","34","3","0","1",19,"6","French Ligue 1"
"Lyon","Amin Sarr",7,"Fwd","1.88 m","83 kg","Sweden","10","5","0","0","0","13","2","0","0","1",3,"3","French Ligue 1"
"Lyon","Moussa Dembélé",9,"Fwd","1.83 m","73 kg","France","22","14","0","0","0","14","3","1","0","3",27,"13","French Ligue 1"
"Lyon","Alexandre Lacazette",10,"Fwd","1.75 m","73 kg","France","31","1","0","0","4","57","46","3","0","24",90,"45","French Ligue 1"
"Lyon","Rayan Cherki",18,"Fwd","1.75 m","71 kg","France","30","13","0","0","5","13","29","3","0","3",44,"14","French Ligue 1"
"Lyon","Bradley Barcola",26,"Fwd","1.85 m","0","France","23","11","0","0","6","18","7","3","0","5",21,"10","French Ligue 1"
"Lyon","Djibrail Dib",33,"Fwd","1.73 m","0","France","0","0","0","0","0","0","0","0","0","0",0,"0","French Ligue 1"
"Lyon","Sekou Lega",36,"Fwd","0","0","France","0","0","0","0","0","0","0","0","0","0",0,"0","French Ligue 1"
"Lyon","Jeffinho ",47,"Fwd","1.73 m","0","Brazil","5","4","0","0","0","5","3","1","0","0",5,"2","French Ligue 1"
"Manchester City","Stefan Ortega",18,"GK","1.85 m","87 kg","Germany","1","0","2","0","0","0","0","0","0","0",0,"0","English Premier League"
"Manchester City","Ederson",31,"GK","1.88 m","86 kg","Brazil","33","0","31","30","1","1","3","3","0","0",0,"0","English Premier League"
"Manchester City","Scott Carson",33,"GK","1.88 m","83 kg","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Manchester City","Kyle Walker",2,"Def","1.78 m","78 kg","England","23","5","0","0","0","10","9","3","0","0",3,"1","English Premier League"
"Manchester City","Rúben Dias",3,"Def","1.85 m","76 kg","Portugal","25","4","0","0","0","18","7","3","0","0",9,"2","English Premier League"
"Manchester City","John Stones",5,"Def","1.88 m","78 kg","England","21","1","0","0","2","10","8","2","0","2",12,"4","English Premier League"
"Manchester City","Nathan Aké",6,"Def","1.8 m","73 kg","Netherlands","25","4","0","0","0","11","13","2","0","1",9,"2","English Premier League"
"Manchester City","Aymeric Laporte",14,"Def","1.88 m","86 kg","Spain","9","1","0","0","0","2","4","0","0","0",8,"1","English Premier League"
"Manchester City","Manuel Akanji",25,"Def","1.85 m","91 kg","Switzerland","27","5","0","0","1","24","10","2","0","0",15,"2","English Premier League"
"Manchester City","Rico Lewis",82,"Def","1.7 m","0","England","11","4","0","0","0","6","14","1","0","0",4,"1","English Premier League"
"Manchester City","Kalvin Phillips",4,"Mid","1.78 m","72 kg","England","8","8","0","0","0","5","0","1","0","0",2,"0","English Premier League"
"Manchester City","Ilkay Gündogan",8,"Mid","1.8 m","78 kg","Germany","29","4","0","0","3","19","24","0","0","6",48,"16","English Premier League"
"Manchester City","Jack Grealish",10,"Mid","1.75 m","76 kg","England","27","4","0","0","7","25","76","4","0","5",40,"13","English Premier League"
"Manchester City","Rodri",16,"Mid","1.91 m","82 kg","Spain","33","1","0","0","6","44","18","5","0","2",45,"12","English Premier League"
"Manchester City","Kevin De Bruyne",17,"Mid","1.8 m","68 kg","Belgium","30","3","0","0","16","20","27","1","0","7",65,"20","English Premier League"
"Manchester City","Bernardo Silva",20,"Mid","1.73 m","63 kg","Portugal","32","9","0","0","5","28","15","4","0","4",25,"9","English Premier League"
"Manchester City","Sergio Gómez",21,"Mid","1.7 m","68 kg","Spain","8","8","0","0","1","0","0","0","0","0",4,"0","English Premier League"
"Manchester City","Máximo Perrone",32,"Mid","1.78 m","68 kg","Argentina","1","1","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Manchester City","Phil Foden",47,"Mid","1.7 m","68 kg","England","28","10","0","0","6","7","23","1","0","10",38,"20","English Premier League"
"Manchester City","Shea Charles",62,"Mid","0","0","Northern Ireland","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Manchester City","Cole Palmer",80,"Mid","1.83 m","0","England","11","11","0","0","0","1","3","1","0","0",2,"0","English Premier League"
"Manchester City","Alex Robertson",93,"Mid","1.83 m","0","Australia","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Manchester City","Ben Knight",96,"Mid","0","0","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Manchester City","Erling Haaland",9,"Fwd","1.93 m","87 kg","Norway","32","1","0","0","7","30","21","5","0","35",116,"58","English Premier League"
"Manchester City","Julián Álvarez",19,"Fwd","1.7 m","71 kg","Argentina","27","17","0","0","0","16","11","0","0","8",36,"19","English Premier League"
"Manchester City","Riyad Mahrez",26,"Fwd","1.78 m","67 kg","Algeria","26","8","0","0","9","11","35","2","0","5",36,"12","English Premier League"
"Manchester United","David de Gea",1,"GK","1.93 m","76 kg","Spain","35","0","71","40","0","0","4","0","0","0",0,"0","English Premier League"
"Manchester United","Tom Heaton",22,"GK","1.88 m","83 kg","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Manchester United","Nathan Bishop",30,"GK","1.85 m","72 kg","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Manchester United","Jack Butland",31,"GK","1.96 m","93 kg","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Manchester United","Radek Vítek",50,"GK","1.98 m","0","Czech Republic","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
"Manchester United","Victor Lindelöf",2,"Def","1.88 m","78 kg","Sweden","17","6","0","0","0","6","4","1","0","0",3,"0","English Premier League"
"Manchester United","Phil Jones",4,"Def","1.8 m","71 kg","England","0","0","0","0","0","0","0","0","0","0",0,"0","English Premier League"
